"","year","lwr_nrw","lwr","upr_nrw","upr","med","param_set","true_beta.survAloneS1","true_beta.survBothS1","true_beta.colEmptyS1","true_beta.colOccS1","true_beta.survAloneC1","true_beta.survBothC1","true_beta.colEmptyC1","true_beta.colOccC1"
"353",3,0.0161767926923214,3.68237284803344e-15,0.999999999994359,1,0.999982265698093,40,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625
"354",4,0.0249779564755897,1.64927045991438e-15,0.999999999997541,1,0.999992892631945,40,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625
"355",5,0.0208328941677393,1.34560299216825e-15,0.999999999998614,1,0.999995214747473,40,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625
"356",6,0.0222817898569073,7.74958941009107e-16,0.999999999999206,1,0.999996630881141,40,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625
"357",7,0.017074290491327,4.8790563229662e-16,0.999999999999393,1,0.999997052256193,40,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625
"358",8,0.021349977735029,3.54594098577691e-16,0.999999999999634,1,0.999997951161156,40,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625
"359",9,0.0161552403645787,2.31258152155244e-16,0.999999999999728,1,0.999998119641212,40,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625
"360",10,0.017829911023814,1.29228134530255e-16,0.999999999999829,1,0.999998591363966,40,0.18359375,0.69140625,0.70703125,0.51953125,0.38671875,0.93359375,0.32421875,0.69140625
"361",2,0.000106803934616539,4.40505453042406e-17,0.999999999601336,1,0.998132387186187,41,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625
"362",3,9.91852320557366e-05,1.86498266590434e-17,0.999999999909305,1,0.999061049220386,41,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625
"363",4,0.000100079017710381,1.0101104602275e-17,0.999999999972078,1,0.999681484298371,41,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625
"364",5,7.10132163998168e-05,6.310143388384e-18,0.999999999981412,1,0.999733005132682,41,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625
"365",6,6.59861722224947e-05,3.1648770076483e-18,0.99999999998936,1,0.999830052795988,41,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625
"366",7,4.21672642458634e-05,1.91007708248056e-18,0.999999999990991,1,0.999798753010825,41,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625
"367",8,5.46518012979528e-05,1.32351809654321e-18,0.999999999994992,1,0.999894225359026,41,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625
"368",9,3.09004917731896e-05,7.23752133560491e-19,0.999999999995621,1,0.999861132680702,41,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625
"369",10,3.6436178537298e-05,3.98652954822024e-19,0.999999999997453,1,0.999912778095827,41,0.24609375,0.25390625,0.01953125,0.83203125,0.32421875,0.99609375,0.13671875,0.12890625
"370",2,0.00926058600832737,3.68578524764476e-15,0.999999999980479,1,0.999954170433374,42,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625
"371",3,0.00605154220147088,3.20393254139665e-15,0.999999999977612,1,0.999942803944234,42,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625
"372",4,0.0217679648400101,6.53621331252585e-15,0.999999999993188,1,0.999986197478987,42,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625
"373",5,0.00765488583620011,2.679877541229e-15,0.999999999992815,1,0.999977670345437,42,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625
"374",6,0.0161155958940861,2.36157318208734e-15,0.999999999996895,1,0.999991722316605,42,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625
"375",7,0.00525871705852369,9.96434499695039e-16,0.999999999996129,1,0.999984016463789,42,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625
"376",8,0.0185474316278977,1.32307282167392e-15,0.99999999999866,1,0.999994908299633,42,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625
"377",9,0.0041496168760142,3.83625218307969e-16,0.9999999999981,1,0.999988500645468,42,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625
"378",10,0.0133651874869454,5.02030510998693e-16,0.999999999999251,1,0.99999606970533,42,0.74609375,0.75390625,0.51953125,0.33203125,0.82421875,0.49609375,0.63671875,0.62890625
"379",2,0.00723666094166172,5.04594397871358e-15,0.999999999982924,1,0.999950750568774,43,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625
"380",3,0.00298810713754688,1.51179924630046e-15,0.999999999984009,1,0.999922125975565,43,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625
"381",4,0.00516970739480873,1.40765056111866e-15,0.999999999993525,1,0.999972881457528,43,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625
"382",5,0.00217707719983767,6.3799257397149e-16,0.999999999993893,1,0.999962785392509,43,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625
"383",6,0.00393259466257105,6.04544782057163e-16,0.999999999997406,1,0.999985603920323,43,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625
"384",7,0.00137540601179424,2.03354812873492e-16,0.999999999996512,1,0.999969322718661,43,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625
"385",8,0.00346379689150764,2.7988194387411e-16,0.999999999998795,1,0.999990525920362,43,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625
"386",9,0.00120210949692921,9.17076408799837e-17,0.999999999998429,1,0.999980454626387,43,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625
"387",10,0.00235022053277402,9.07692536166254e-17,0.999999999999329,1,0.9999919613586,43,0.99609375,0.00390625,0.76953125,0.58203125,0.57421875,0.74609375,0.88671875,0.37890625
"388",2,0.0001099020488464,6.79351150276726e-17,0.999999999411243,1,0.99743084303541,44,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625
"389",3,0.000154611138768477,6.74800099011701e-17,0.999999999169538,1,0.997549982668384,44,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625
"390",4,0.000253439271789438,7.67097115865088e-17,0.999999999676667,1,0.99914770247102,44,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625
"391",5,0.000156244680518295,3.55509391062446e-17,0.999999999633635,1,0.99891987711183,44,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625
"392",6,0.000194632522334466,2.54279946941236e-17,0.999999999827414,1,0.999447383172497,44,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625
"393",7,0.000108527888468595,1.43882077073951e-17,0.999999999799908,1,0.999199455809449,44,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625
"394",8,0.000155707805092213,1.07413572566046e-17,0.999999999910661,1,0.99960516517425,44,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625
"395",9,8.97441328673133e-05,5.26271903619656e-18,0.99999999989601,1,0.999406067251966,44,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625
"396",10,0.000114458339464165,3.90997360974303e-18,0.999999999948476,1,0.999688049784592,44,0.49609375,0.50390625,0.26953125,0.08203125,0.07421875,0.24609375,0.38671875,0.87890625
"397",2,5.09895449150643e-05,1.22668502023627e-17,0.999999998451905,1,0.994581852514085,45,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625
"398",3,2.82943355168053e-05,9.78141231724999e-18,0.999999997365632,1,0.990922457013648,45,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625
"399",4,3.8173620460166e-05,6.71583124475551e-18,0.999999998936793,1,0.996572733599831,45,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625
"400",5,2.17231650202366e-05,3.72751412294025e-18,0.999999998862646,1,0.995670776059257,45,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625
"401",6,2.36448490117699e-05,1.84238145228347e-18,0.999999999451991,1,0.997910256735715,45,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625
"402",7,1.23968548888519e-05,1.21304287261283e-18,0.999999999318882,1,0.99611259226406,45,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625
"403",8,2.02847914764129e-05,9.84919919957922e-19,0.999999999726708,1,0.998694613735258,45,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625
"404",9,8.93484137072765e-06,3.43648033002821e-19,0.999999999598922,1,0.996866805193688,45,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625
"405",10,1.24416216195142e-05,2.45186994111813e-19,0.999999999824904,1,0.998683249234362,45,0.37109375,0.12890625,0.64453125,0.95703125,0.69921875,0.12109375,0.01171875,0.50390625
"406",2,5.93703324927977e-05,2.40195669853368e-17,0.999999997776168,1,0.994533727758546,46,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625
"407",3,3.29027192114216e-05,1.10039605073141e-17,0.999999998666089,1,0.994066737715508,46,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625
"408",4,3.16978208976543e-05,6.57371904165708e-18,0.99999999943054,1,0.997561697259381,46,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625
"409",5,1.927986247873e-05,3.49709805763695e-18,0.999999999543323,1,0.997342412658604,46,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625
"410",6,1.82870114785931e-05,2.02853909143305e-18,0.999999999733833,1,0.998530135441801,46,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625
"411",7,1.12647186117754e-05,1.22091611436693e-18,0.999999999746409,1,0.997811331101137,46,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625
"412",8,1.53513359537608e-05,7.92772927183853e-19,0.999999999870972,1,0.999001885510026,46,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625
"413",9,7.91196171864219e-06,3.78109812322341e-19,0.999999999858387,1,0.998342919182521,46,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625
"414",10,9.28935849883009e-06,2.75471753640089e-19,0.999999999925219,1,0.999101139226792,46,0.87109375,0.62890625,0.14453125,0.45703125,0.19921875,0.62109375,0.51171875,0.00390625
"415",2,0.0029805351549713,1.15274784337426e-15,0.999999999951141,1,0.999886008761462,47,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625
"416",3,0.00135216471237449,7.57792167814919e-16,0.999999999841162,1,0.999605832715114,47,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625
"417",4,0.00396428597639254,1.16756761824185e-15,0.999999999955773,1,0.999909708772625,47,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625
"418",5,0.00144270105707066,4.32166697415228e-16,0.999999999936642,1,0.999832458209902,47,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625
"419",6,0.00294199993897531,4.64406490779113e-16,0.999999999977883,1,0.999939800447123,47,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625
"420",7,0.000952142678946029,1.72642212524401e-16,0.999999999964672,1,0.999864235580895,47,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625
"421",8,0.00280562768191822,2.11117426814516e-16,0.999999999989688,1,0.999963122743522,47,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625
"422",9,0.000801304764374583,6.2651187107218e-17,0.999999999981139,1,0.999900006773245,47,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625
"423",10,0.00193578850530905,8.09245863122261e-17,0.999999999994007,1,0.999966994829316,47,0.62109375,0.37890625,0.39453125,0.70703125,0.44921875,0.37109375,0.76171875,0.75390625
"424",2,0.00166300662701514,5.99899588267238e-16,0.999999999963004,1,0.999868238774135,48,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625
"425",3,0.00965228714404387,1.21605526324107e-15,0.999999999996394,1,0.9999847805212,48,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625
"426",4,0.0183781051773402,7.0375959671151e-16,0.999999999998918,1,0.999995644492755,48,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625
"427",5,0.012244571638232,4.62258882901848e-16,0.999999999999279,1,0.999996488585733,48,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625
"428",6,0.0121814238561562,3.23807214606871e-16,0.999999999999592,1,0.999997811228366,48,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625
"429",7,0.0109301983495593,1.93506790050881e-16,0.999999999999698,1,0.99999798726717,48,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625
"430",8,0.0127923560289144,1.31648730317474e-16,0.999999999999833,1,0.99999876351603,48,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625
"431",9,0.00794639299588966,7.45155100801206e-17,0.99999999999986,1,0.999998647976347,48,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625
"432",10,0.0114976845433228,5.71186023376488e-17,0.999999999999922,1,0.999999182266051,48,0.12109375,0.87890625,0.89453125,0.20703125,0.94921875,0.87109375,0.26171875,0.25390625
"433",2,0.000463413266735632,2.85671804237877e-16,0.999999999725564,1,0.999288625971419,49,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625
"434",3,0.000732121977822559,2.03311370240604e-16,0.999999999897089,1,0.999671770485291,49,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625
"435",4,0.000842019830115882,9.30507973916571e-17,0.999999999963342,1,0.999874912746266,49,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625
"436",5,0.000645289616477027,4.67875463806435e-17,0.999999999971244,1,0.999888433343892,49,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625
"437",6,0.000575413557460333,3.72881975085975e-17,0.999999999984279,1,0.999931558648414,49,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625
"438",7,0.000420945413931099,1.59343018260262e-17,0.999999999985543,1,0.999918869951933,49,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625
"439",8,0.0005338738829169,1.33277480606672e-17,0.999999999992594,1,0.999957829572045,49,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625
"440",9,0.000332747699603352,7.55292590571527e-18,0.999999999992761,1,0.999942662168867,49,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625
"441",10,0.000364438623574935,4.33009525973527e-18,0.999999999996017,1,0.999965616007895,49,0.08984375,0.41015625,0.55078125,0.05078125,0.54296875,0.58984375,0.73046875,0.03515625
"442",2,1.32629462065596e-05,7.72752494259171e-18,0.999999988233645,1,0.973704321540637,50,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625
"443",3,1.75747427191927e-05,9.06774272848578e-18,0.999999991057333,1,0.973926894670449,50,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625
"444",4,1.71724132158438e-05,4.64439360578717e-18,0.999999993497685,1,0.985596049128745,50,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625
"445",5,1.28203917631443e-05,3.4192862953035e-18,0.999999995765703,1,0.987452569131535,50,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625
"446",6,1.18935287672879e-05,1.35935176561554e-18,0.999999996798129,1,0.990307297765149,50,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625
"447",7,8.81557071265085e-06,1.34601381122767e-18,0.999999997521291,1,0.989880882838198,50,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625
"448",8,8.18019563941164e-06,5.61195443182291e-19,0.999999998124165,1,0.992587173282263,50,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625
"449",9,6.81938292099169e-06,4.21053000745429e-19,0.999999998586008,1,0.992117612977862,50,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625
"450",10,5.78854317125779e-06,1.85114322504566e-19,0.999999998844198,1,0.993272948013317,50,0.58984375,0.91015625,0.05078125,0.55078125,0.04296875,0.08984375,0.23046875,0.53515625
"451",2,0.000571232657714724,2.45537130237842e-16,0.999999999765268,1,0.999477025506439,51,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625
"452",3,0.000423347545620559,1.06493326946358e-16,0.999999999882535,1,0.999437518232048,51,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625
"453",4,0.000496134267554924,1.35508866103748e-16,0.999999999952147,1,0.999793410792224,51,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625
"454",5,0.000339102818780509,5.61929514031367e-17,0.999999999967642,1,0.999811738067313,51,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625
"455",6,0.000356330020951358,3.92172720019913e-17,0.999999999980842,1,0.999886071705672,51,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625
"456",7,0.000183025314071017,2.10943264312214e-17,0.999999999981399,1,0.999842009040058,51,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625
"457",8,0.000297673757218879,1.58318576660311e-17,0.999999999990653,1,0.999922635099018,51,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625
"458",9,0.000151326964937516,7.64742491782172e-18,0.9999999999914,1,0.999895536288956,51,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625
"459",10,0.00019447712196953,6.41811250530739e-18,0.999999999994798,1,0.999934708623669,51,0.83984375,0.16015625,0.30078125,0.30078125,0.29296875,0.83984375,0.48046875,0.28515625
"460",2,0.0177735626328794,7.37586463702603e-15,0.999999999996203,1,0.99998490380821,52,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625
"461",3,0.00686394002704125,1.70587733752331e-15,0.999999999987229,1,0.999958004703793,52,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625
"462",4,0.0283946989386483,3.2711146380778e-15,0.99999999999589,1,0.999990347804408,52,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625
"463",5,0.0102745449836868,9.56629657767588e-16,0.999999999994847,1,0.999983797285834,52,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625
"464",6,0.0227627298493119,1.2089713134201e-15,0.999999999998099,1,0.999994132679729,52,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625
"465",7,0.00540877595704753,4.07768830683131e-16,0.999999999997109,1,0.999986812504801,52,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625
"466",8,0.0292758714781919,5.23227784882587e-16,0.999999999999118,1,0.999996756405007,52,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625
"467",9,0.00475960590498413,1.41802919164638e-16,0.999999999998621,1,0.999990529570749,52,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625
"468",10,0.0170292622083714,2.44369923454782e-16,0.999999999999503,1,0.999997237322741,52,0.33984375,0.66015625,0.80078125,0.80078125,0.79296875,0.33984375,0.98046875,0.78515625
"469",2,0.00128373909495199,1.40101503092346e-15,0.99999999987827,1,0.999762955902896,53,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625
"470",3,0.00103565649577351,7.0324446449428e-16,0.999999999862854,1,0.999579699874005,53,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625
"471",4,0.00185835461776799,4.99182181074975e-16,0.999999999954209,1,0.999883490606361,53,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625
"472",5,0.000955507740042694,3.75763957812239e-16,0.999999999954402,1,0.999838332389002,53,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625
"473",6,0.00138970134822354,2.48777854637925e-16,0.999999999977488,1,0.99992979187494,53,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625
"474",7,0.000609278578024136,9.58995711932128e-17,0.999999999974386,1,0.999866125969461,53,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625
"475",8,0.00129040207577202,1.23560607001374e-16,0.999999999989584,1,0.99995601575586,53,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625
"476",9,0.000521534757938325,4.17397022866662e-17,0.999999999986553,1,0.999907484503117,53,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625
"477",10,0.000831029985364061,3.28118056890962e-17,0.999999999994158,1,0.999962498434972,53,0.46484375,0.03515625,0.17578125,0.17578125,0.41796875,0.46484375,0.60546875,0.66015625
"478",2,0.000776903321588534,1.4146551784996e-16,0.999999999946634,1,0.999694857938478,54,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625
"479",3,0.00139664315899065,1.44340134779659e-16,0.999999999994431,1,0.999946023063346,54,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625
"480",4,0.00154287481123165,7.87039407997466e-17,0.999999999998567,1,0.999984374529149,54,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625
"481",5,0.00094938182963103,4.12044811159205e-17,0.999999999998857,1,0.999984723381363,54,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625
"482",6,0.00117116312078744,2.95403136130221e-17,0.999999999999435,1,0.999992130365477,54,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625
"483",7,0.000623939466581779,1.4455208340346e-17,0.999999999999452,1,0.999989928889368,54,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625
"484",8,0.000906623820049745,1.04084637239634e-17,0.999999999999738,1,0.999995127664268,54,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625
"485",9,0.000530869798077837,5.55335735651662e-18,0.999999999999762,1,0.999993465350297,54,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625
"486",10,0.000661814905415858,3.77880626690391e-18,0.999999999999871,1,0.999996425514352,54,0.96484375,0.53515625,0.67578125,0.67578125,0.91796875,0.96484375,0.10546875,0.16015625
"487",2,0.00145020529971996,6.8849313441189e-16,0.999999999910875,1,0.999753433896256,55,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625
"488",3,0.00103361807403519,5.22282477021379e-16,0.999999999895582,1,0.999653884812014,55,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625
"489",4,0.0037558167253755,8.7433502345094e-16,0.999999999955062,1,0.999899186468421,55,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625
"490",5,0.00109915194053946,3.31292201538385e-16,0.999999999946649,1,0.999829868106489,55,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625
"491",6,0.00283107435651334,4.49057216859316e-16,0.999999999978234,1,0.99994248447627,55,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625
"492",7,0.000749703835286364,1.06036474134955e-16,0.999999999970923,1,0.999865483843223,55,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625
"493",8,0.00265790378348357,1.76104658448366e-16,0.999999999988928,1,0.999960910781501,55,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625
"494",9,0.0006231779511877,4.43133125314233e-17,0.999999999984965,1,0.999903625630651,55,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625
"495",10,0.001906393382844,6.60452557661293e-17,0.999999999994128,1,0.999967246153394,55,0.71484375,0.28515625,0.92578125,0.42578125,0.66796875,0.21484375,0.35546875,0.91015625
"496",2,0.00112140542286521,5.4166326158232e-16,0.999999999913687,1,0.999724729619476,56,0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,0.85546875,0.41015625
"497",3,0.00110582386249243,4.79539676524263e-16,0.999999999934493,1,0.999777111129636,56,0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,0.85546875,0.41015625
"498",4,0.00277101930320218,5.93640863536492e-16,0.999999999977804,1,0.99993631980781,56,0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,0.85546875,0.41015625
"499",5,0.00153050517847408,2.54395244307213e-16,0.999999999984695,1,0.999938367923908,56,0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,0.85546875,0.41015625
"500",6,0.00187526642895182,2.10361339151539e-16,0.999999999989959,1,0.999959833408425,56,0.21484375,0.78515625,0.42578125,0.92578125,0.16796875,0.71484375,0.85546875,0.41015625
