"","occ_v","occ_z","col_prob_v","surv_prob_v","col_prob_z","surv_prob_z","alpha.psiS","alpha.psiC","alpha.survS","alpha.colS","beta.survS1","beta.colS1","beta.survS2","beta.colS2","alpha.survC","alpha.colC","beta.survC1","beta.colC1","beta.survC2","beta.colC2"
"55",0.999999871415638,0.998010367886898,0.999999929888151,0.999995515117334,0.783119863203224,0.999999628588435,0.689053591939998,0.999999886634908,0.516219973078304,0.853580034805721,0.031575071846023,0.999999886634908,0.873289586707898,0.840281093943838,0.254549720064152,0.436866849834994,0.737628623528067,0.541843875311376,0.945174755576345,0.458279358160937
"56",0.99726597063666,0.99993874938274,0.998629835836658,0.819118461215201,0.999996286936584,0.968155778121714,0.251549198560003,0.977524409282587,0.0261937848287428,0.333318009864129,0.568740994532132,0.977524409282587,0.359628940660609,0.297854388016499,0.762700625725352,0.93615433399972,0.264500041266201,0.0275643019446449,0.411813313852878,0.970446465582537
"57",0.999309680955313,0.999998091465985,0.999368211335707,0.995239957723018,0.999999972126198,0.990259773591562,0.115555450025037,0.995565430514538,0.690959700745796,0.00126048461929347,0.746375323723796,0.995565430514538,0.150499807614671,0.875607377302835,0.0464978579624714,0.387184202584627,0.332206167100885,0.224170376574519,0.0677622094191588,0.403580263069463
"58",0.999999993127942,0.999808213126817,0.999999991646004,0.999999926276723,0.987754507197564,0.999999906775347,0.646007527323317,0.999999957132486,0.19299441670357,0.504102536899837,0.185633137876124,0.999999957132486,0.645876515875101,0.360491462075544,0.574382529106077,0.872475979968294,0.815290076045311,0.710247474359531,0.605086525075944,0.878094565419492
"59",0.999948085754416,0.999987564219739,0.927668441787298,0.999999999895055,0.999978071321602,0.999972652333046,0.901583763004942,0.999988734514906,0.419974838686488,0.274718950751633,0.47261326150744,0.999988734514906,0.886704080067484,0.638081871173726,0.306753543809951,0.568235911919957,0.0992328973072943,1.01104667540741,0.383103868746955,0.666577977697949
"60",0.999998519146162,0.99999999991988,0.999998776500716,0.999963492610636,0.999999999867694,0.999999999802356,0.383160191454793,0.999999999894248,0.951778815735515,0.774117242215687,0.981234919232127,0.999999999894248,0.423264267021293,0.117686012824018,0.849640847615258,0.126284272615924,0.572525932267592,0.45744623720721,0.870938603558972,0.138277893222701
"61",0.999870417068498,0.999990730118167,0.99243938423659,0.999999665126243,0.999199736210742,0.9999999935726,0.253449434865185,0.999999997423842,0.0622449522226538,0.127615554213479,0.323105706249888,0.999999997423842,0.0634888871103404,0.443984653541329,0.184212966978068,0.746052449642896,0.212323633044539,0.63422128624685,0.236229732673402,-0.0110508530863234
"62",0.999998089523876,0.99999998121744,0.99999986582025,0.917986085041405,0.999999997717886,0.999690986232024,0.794019173257541,0.999907984651232,0.588396059018083,0.631979509229132,0.868365224260984,0.999907984651232,0.561857348473314,0.994339074849298,0.698642657201989,0.20870143436288,0.677373002524477,0.104818948027808,0.737196194335207,0.53174820189583
"63",0.999959844883389,0.99999945136467,0.999963239826616,0.999835680172837,0.999999156952032,0.999997850913472,0.48711306276231,0.999998653339443,0.849419038239556,0.385558061939517,0.596896718876233,0.999998653339443,0.794629867205441,0.252775131002984,0.460970224244647,0.515027629676234,0.439809665781627,0.371322771224891,0.459355560696269,0.783341742318539
"64",0.999999999689359,0.962674112389655,0.999999999665099,0.999999997249178,0.93072812536562,0.905077890260341,-0.00787644910571304,0.951863249246351,0.328076863277583,0.900955192747721,0.113028981381782,0.951863249246351,0.318558465250895,0.715482139632016,0.91130911580214,0.979638867005082,0.943240654514763,0.842326583403496,0.978719041932602,0.296606202654163
"65",0.998850856454635,0.999999678813972,0.769106995013264,0.99999649252986,0.999999998231226,0.985178025194926,0.0253266020554707,0.99346716419859,0.840323940327862,0.550368639796428,0.871617295930896,0.99346716419859,0.578513198637834,0.924373325661864,0.261456706107141,0.454399654807145,0.0515085212246735,0.550154309778382,0.592655807113494,0.513674787473257
"66",0.99996426986032,0.999987017441359,0.999998302128695,0.777758835722815,0.999888843618221,0.99999937385628,0.548502768865648,0.999999731932727,0.357418749994885,0.0727237615213378,0.394938351048465,0.999999731932727,0.0686158441268873,0.390194679671722,0.790956127668646,0.929247750294477,0.56465445145096,0.0145950690689098,0.0818990616776741,-0.00374336252894407
"67",0.999549003464244,0.997548162598143,0.999034321984317,0.99900215310853,0.952713562727071,0.999952077391813,0.837500238131637,0.999977773811132,0.0725680148013993,0.770894791490276,0.130693087766403,0.999977773811132,0.325311848645522,0.678704513531169,0.00808869290115024,0.713573642758198,0.319496178328689,0.283637548332183,0.812892200346715,0.269308086273943
"68",0.999999995019387,0.999999955166105,0.999999992580516,0.999999981793433,0.999999647010688,0.999999998824311,0.266107212292356,0.999999999305224,0.599023560878044,0.244071266393468,0.645329475348039,0.999999999305224,0.825234046046421,0.138831492905674,0.534340813694041,0.205540235482883,0.828351574074582,0.794499705456861,0.334904561559865,0.768943287782426
"69",0.999845479319817,0.99937359729961,0.999951462560381,0.985086727565867,0.705099877627239,0.999999977436906,0.406730742030977,0.999999990107449,0.464988629844219,0.64918680445519,0.0167112716130676,0.999999990107449,0.687835269606926,0.264357604258203,0.388199981937575,0.59154109547891,0.430754577596277,0.158407659095657,0.725549294365262,0.875800637810126
"70",0.999999998925853,0.999988660452756,0.999999999531194,0.999999716781465,0.999994919580038,0.998053359569069,0.912389283650975,0.999167034737674,0.987759704019306,0.169933175500391,0.508985158498907,0.999167034737674,0.199610293665565,0.772285944993459,0.897825615106768,0.110518320208124,0.926621509102288,0.677181250293596,0.193251504498979,0.405259960572074
