"","occ_v","occ_z","col_prob_v","surv_prob_v","col_prob_z","surv_prob_z","true_alpha.psiSC","true_alpha.psiSc","true_alpha.psiC","true_alpha.survAloneS","true_alpha.survBothS","true_alpha.colEmptyS","true_alpha.colOccS","true_beta.survAloneS1","true_beta.survBothS1","true_beta.colEmptyS1","true_beta.colOccS1","true_beta.survAloneS2","true_beta.survBothS2","true_beta.colEmptyS2","true_beta.colOccS2","true_alpha.survAloneC","true_alpha.survBothC","true_alpha.colEmptyC","true_alpha.colOccC","true_beta.survAloneC1","true_beta.survBothC1","true_beta.colEmptyC1","true_beta.colOccC1","true_beta.survAloneC2","true_beta.survBothC2","true_beta.colEmptyC2","true_beta.colOccC2","colB_prob_v","colA_prob_v","survB_prob_v","survA_prob_v","colB_prob_z","colA_prob_z","survB_prob_z","survA_prob_z","alpha.psiSC","alpha.psiSc","alpha.psiC","alpha.survAloneS","alpha.survBothS","alpha.colEmptyS","alpha.colOccS","beta.survAloneS1","beta.survBothS1","beta.colEmptyS1","beta.colOccS1","beta.survAloneS2","beta.survBothS2","beta.colEmptyS2","beta.colOccS2","alpha.survAloneC","alpha.survBothC","alpha.colEmptyC","alpha.colOccC","beta.survAloneC1","beta.survBothC1","beta.colEmptyC1","beta.colOccC1","beta.survAloneC2","beta.survBothC2","beta.colEmptyC2","beta.colOccC2"
"21",0.99996788437849,0.99998124313781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.456227011218542,0.351129769647032,0.10063123387651,0.435371925552892,0.329362433414769,0.775187144400372,0.108834106338992,0.0480195563300758,0.446032754233924,0.113902673120192,0.91855931693579,-0.0135843681808267,0.423974796391377,0.821299593932973,0.229942172862866,0.89200329820522,0.855263835106749,0.30008885562263,0.67107919043881,0.683507650178621,0.0718801732004546,0.451769619539894,0.498465279981133,0.0720917898141413,0.615597298661302,0.38073791349399,0.999651246310715
"22",0.999999962002574,0.999999997140155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.958841591482931,0.872899561506502,0.628196933416225,0.925347676665052,0.771097751146961,0.319190007880714,0.579722165484876,0.580931891918663,0.967815245133028,0.624410878814468,0.384935406534894,0.490491363909153,0.80934201278788,0.335768117478441,0.759284132986739,0.417855507573655,0.329770225200753,0.857634291665898,0.170739514216084,0.174451225505123,0.624356688440055,0.982341310921056,0.961623275002671,0.530188806346341,0.185576705210168,0.89614202711114,0.47419796477901
"23",0.999999997225546,0.999991239333106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.732554691145364,0.09460203326997,0.880971036551871,0.174291694221735,0.525294036281981,0.483904121940892,0.916664784381371,0.339300579280022,0.224947921892244,0.848461523542758,0.662650611134988,0.772902937815087,0.103759033549829,0.0800484208735197,0.476529237116336,0.142227853313299,0.0806907037086029,0.0646546515386883,0.389902191768838,0.930437452405782,0.84954957957989,0.188999728951843,0.737798843631166,0.336426176906164,0.90729092856318,0.660744271670313,0.263641107691634
"24",0.999987597577894,0.999999778406405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.232538356221603,0.589719537509276,0.393866914386965,0.669456645505201,0.0383141551814727,0.0128558151552108,0.362991844963894,0.8256283560934,0.702279931626502,0.392081749093842,0.15662746777316,0.236751891224009,0.586974703714826,0.638411246114084,0.974331245818935,0.638579193441332,0.591307383164353,0.537787512577499,0.941260308774851,0.449512729122119,0.332091615917055,0.752368364832309,0.212206986223951,0.814804543197125,0.418100652294665,0.129606284283081,0.744847104617218
"25",0.99999713898579,0.999975090955759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.144042570736023,0.410105046529848,0.845442609028796,1.01117952064528,0.23229118309696,0.101408513570151,0.207417530482967,0.263458148891679,0.436076327503788,0.76389143817271,0.194922113208386,0.431721922025882,0.940018591054241,0.054893231372957,0.661894750053376,0.493939598535235,0.279892888070971,0.28381627971797,0.869687179322751,0.549125839501888,0.0611500737934981,0.551515162834371,0.83487890192356,0.654752319706692,0.927152873696535,1.01782549566079,0.221715755954146
"26",0.999892056101075,0.999999997363837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.661070556467897,0.902732994625343,0.298680228438417,0.522501636243189,0.746383612353305,0.631263576958261,0.666190955310425,0.767789033206703,0.872135912505023,0.328628023616019,0.72801280485198,0.956798580038666,0.433729629966799,0.507925588247041,0.170675605018625,0.986448339777826,0.821872306193949,0.739029111734679,0.378918288178747,0.118539498936524,0.502988775205317,0.063324927999478,0.312870868362219,0.179290106250058,0.445257908840928,0.46315022780928,0.636654702261195
"27",0.999999953373098,0.999545123151125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.919097918475429,0.161479468115957,0.0596907715913146,0.711847580001724,0.9798777135384,0.319029890478473,0.934770722519734,-0.0113437695949405,0.178125349654329,0.0465233011124596,0.454989626910177,0.677631768459445,0.722244448761022,0.802989923000421,0.902768037478891,0.723598756821114,0.517315302767954,0.493982670810517,0.120437394750687,0.820273305802514,0.803599780766578,0.781342133686045,0.0305043126091115,0.897169752094985,0.695908747097994,0.181170966893843,0.88333429416042
"28",0.999933766075112,0.999999936432119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.409228757628884,0.675074580473877,0.559929990233168,0.24821908546261,0.476494976371873,0.845234294372945,0.475301701438123,0.538553437234558,0.625996712683636,0.563034715592178,0.945340892118365,0.23709431066597,0.141217587159461,0.232443023925105,0.367990964421402,0.215734091502522,0.0413530054324775,1.04677849420569,0.562834105802842,0.318189032835372,0.261733360906345,0.25828780410057,0.527374872824878,0.410526173206809,0.213428642763343,0.73169375028777,0.417790415384259
"29",0.99999960526294,0.999995214435506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.305658608600895,0.0340466732508012,0.504604487491747,0.860185185753796,0.901252413222419,0.936486771835131,0.0644803592945916,0.942396753464251,0.284513390388702,0.155292922571137,0.300684273084579,0.813914092364723,0.751597338109054,0.388599666601176,0.0149401336829111,0.358160561360939,0.903438051815701,0.379036948910123,0.633889569734197,0.448190126758564,0.936422073162667,0.130935252017974,0.435651940484344,0.339603124784512,0.824979589285918,0.148070402283375,0.307614594897838
"30",0.999999986450397,0.999999980480494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.819607798512123,0.553012488526152,0.922284816303895,0.379776964959043,0.367659309047862,0.49000699191586,0.592299438474093,0.379168897971958,0.804227701148279,0.655188542793944,0.832005788167588,0.376846443450184,0.284260184816625,0.876451729538619,0.561500518029454,0.828909376283967,0.401124050043005,0.828665991188926,0.28122632095079,0.941281076816061,0.380162369459057,0.601423214745121,0.872782795194112,0.765735538909214,0.313746410422561,0.599087099668705,0.782379727795995
"31",0.999966231304732,0.999919476985508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.506604226972445,0.242488189495718,0.685173692700009,0.617701041020604,0.155412002350051,0.765398825111515,0.865775230957923,0.6816547043916,0.00426526739492049,0.924548454145418,0.0880375655771476,0.0983067676157763,0.567290860762288,0.615081083052509,0.309862469732314,0.627078664003322,0.133271445123578,0.152175045587438,0.499677927920858,0.258799419503999,0.164868588314728,0.454217120323606,0.634484529393872,0.0322717391301909,0.587113952063567,0.832077796300959,0.52232299722082
"32",0.999999847581712,0.999997877136529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.00482396168919857,0.773204652237091,0.221682345100067,0.170141521546188,0.621373312202248,0.232592252275996,0.311335823103353,0.126665193825848,0.558786235233591,0.457881423927952,0.540988987262191,0.623220953558977,0.0679379405289733,0.105446834615822,0.810156904270628,0.0858069506939567,0.697309600747504,0.616018185219159,0.988150369527489,0.756639933980403,0.618935014157775,0.885614705859598,0.16637540460354,0.500916077841525,0.12397343452527,0.32652145351924,0.0517876033860571
"33",0.999612639216966,0.999999095825238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.0912129867529411,0.0495526787044422,0.747759721452457,0.664545087988105,0.328847667147044,0.832007354408356,0.986237920855741,0.751467732411585,0.0265285552697511,0.638385547439337,0.890726481394167,0.344314133750518,1.00107785097902,0.738468219783614,0.314854761269819,0.0588344656184255,0.732266766064602,0.678055824109211,0.390141775226515,0.295252213069718,0.260066122045998,0.635509865025372,0.11755634632097,0.85034291328432,0.377535588130658,0.356496366613752,0.349764324150912
"34",0.999999953193294,0.999984641313868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.55408003782281,0.533206555750542,0.227028011124883,0.193788121330559,0.769811879855855,0.29837409601869,0.4461640032049,0.277522416433153,0.523587977818608,0.0969103597757396,0.411321936520982,0.83914131444297,0.526690967951709,0.18256805054846,0.830446082081032,0.558478814688667,0.290625178816613,0.219612576600322,0.936837623929912,0.754149963048831,0.781081196512177,0.108276793576115,0.582427269142201,0.347092018095624,0.907068188795948,0.903996780235846,0.840746647956975
"35",0.999998953448932,0.999996159314213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.809897394725692,0.266513537061356,0.044226467878951,1.00900679818367,0.561380437619524,0.545625847233839,0.208761559006758,0.43116574106463,0.293484946932229,0.370641713501742,0.587787608589832,0.668142745263043,0.736452516326146,0.493456571976611,0.0145790598877913,0.785114057597116,0.50128009671866,0.964922340573028,0.678318373216975,0.0390357844492326,0.538875638494953,0.883223647882661,0.833278538854464,0.601608865686338,0.151875737826342,0.645528431711315,0.556717459568508
"36",0.999961210093811,0.999995597653472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0.310601500460304,0.717298389540796,0.518193460166171,0.416948934246859,0.057777538340879,0.093822973900071,0.725076960533135,-0.0207799102852643,0.793904013662905,0.903358614256533,0.133653953027145,0.0491983795777151,0.250087968807627,0.971788602505469,0.588312511510409,0.287215941487234,0.942978691884027,0.461171921673915,0.18115256380956,0.477429980344889,0.0065999348028257,0.362290567919831,0.351405711027988,0.113591661460016,0.652753118069257,0.139169284380853,0.102242284730286
